"","studlab","treat1","treat2","RR","TE_direct","TE_adj","seTE"
"PBO.25","151","USK","PBO",2.33324520054238,2.88254273093756,-0.549297530395175,0.494128036966238
"PBO.26","7","SECU","PBO",4.15525043843499,3.12373944486065,1.03151099357434,1.4108516896689
"PBO.27","8","SECU","PBO",3.70104998973419,3.12373944486065,0.57731054487354,0.575696904289882
"PBO.28","9","SECU","PBO",3.43735530528489,3.12373944486065,0.313615860424239,0.445655238446474
"PBO.29","10","SECU","PBO",1.45204573868267,3.12373944486065,-1.67169370617798,0.997415017272839
"PBO.30","11","SECU","PBO",2.675069130187,3.12373944486065,-0.448670314673656,0.997900745541466
"PBO.31","73","SECU","PBO",4.06405504039512,3.12373944486065,0.940315595534467,1.41170134556545
"PBO.32","81","SECU","PBO",2.28867666294791,3.12373944486065,-0.835062781912738,1.38464493382589
"PBO.33","123","SECU","PBO",3.7148549405172,3.12373944486065,0.591115495656545,0.994485469741849
"PBO.34","135","SECU","PBO",3.27944305622865,3.12373944486065,0.155703611368001,1.41647644477437
"PBO.35","138","SECU","PBO",4.21236651796085,3.12373944486065,1.0886270731002,1.40907846088295
"PBO.36","139","SECU","PBO",3.88480272545198,3.12373944486065,0.761063280591328,0.994548423958026
"PBO.37","141","SECU","PBO",3.88783577981414,3.12373944486065,0.76409633495349,0.702517930524845
"PBO.38","147","SECU","PBO",3.42924082951113,3.12373944486065,0.305501384650474,1.40728886939864
"PBO.39","158","SECU","PBO",2.4546928711915,3.12373944486065,-0.669046573669148,0.367102047439135
"PBO.40","166","SECU","PBO",4.21523802029288,3.12373944486065,1.09149857543222,1.41111526794012
"PBO.41","167","SECU","PBO",2.63206429412429,3.12373944486065,-0.491675150736364,0.693071957085196
"PBO.42","50","MTX","PBO",0.990398704027877,1.75896409074517,-0.768565386717292,1.59945045507567
"PBO.43","87","MTX","PBO",2.36455885253078,1.75896409074517,0.60559476178561,1.41978124856355
"PBO.44","17","IFX","PBO",3.78418963391826,3.75074050647366,0.0334491274446047,0.994738498986114
"PBO.45","18","IFX","PBO",3.06444341521798,3.75074050647366,-0.686297091255679,1.40421899499882
"PBO.46","40","IFX","PBO",4.44955112399001,3.75074050647366,0.698810617516358,0.998735891190868
"PBO.47","42","IFX","PBO",3.26853141531406,3.75074050647366,-0.482209091159595,0.992544998164248
"PBO.48","55","IFX","PBO",3.95567177009716,3.75074050647366,0.204931263623503,1.40954113639737
"PBO.49","19","BRODA","PBO",3.75975010456442,3.28093494865145,0.47881515591297,1.40675819840813
"PBO.50","74","BRODA","PBO",4.22913355300021,3.28093494865145,0.94819860434876,0.705319207765236
"PBO.51","75","BRODA","PBO",3.06908142437372,3.28093494865145,-0.211853524277736,0.990181626270752
