,comparison,direct,indirect,p-value
1,Fluticasone:Placebo,,0.06377800930000001,
2,Fluticasone:SFC,,0.0951456095,
3,Fluticasone:Salmeterol,0.07427357820000001,,
4,SFC:Placebo,0.6703200460000001,,
5,Salmeterol:Placebo,0.8586904099,,
6,SFC:Salmeterol,,0.7806306421,
