,studlab,treat1,treat2,OR,TE_direct,TE_adj,seTE
321,414,venl,sert,0.32877989100000005,0.1673047689,0.1614751221,0.3227075629
322,475,venl,sert,0.3541388979,0.1673047689,0.18683412900000002,0.3398794053
323,53,bupr,traz,0.7396671962,0.7396671962,0.0,0.36912790640000004
324,436,amit,traz,0.5877866649,0.3406072624,0.2471794025,0.3700125986
325,437,amit,traz,-0.0645385211,0.3406072624,-0.4051457835,0.47371379750000003
326,176,fluo,traz,-0.08004270770000001,-0.18337154360000002,0.1033288359,0.618448569
327,180,fluo,traz,1.0986122887,-0.18337154360000002,1.2819838323,0.8079466429000001
328,185,fluo,traz,-1.2739651761,-0.18337154360000002,-1.0905936325,0.7196055641
329,190,fluo,traz,-0.1997519999,-0.18337154360000002,-0.016380456300000002,0.3577734368
330,470,clom,traz,0.48005396510000004,0.48005396510000004,0.0,0.39054481500000005
331,360,paro,traz,0.5947822308,0.5536437973,0.0411384335,0.26988827460000003
332,438,paro,traz,0.33647223660000003,0.5536437973,-0.21717156070000002,0.6200998384
333,258,mirt,traz,0.40730688340000004,0.40730688340000004,0.0,0.2864445403
334,439,sert,traz,-0.5806289775,-0.5806289775,0.0,0.3933756707
335,470,venl,traz,0.756061006,0.756061006,-1.110223025e-16,0.4096199608
336,11,agom,venl,0.207099617,0.3110337801,-0.1039341631,0.3066072273
337,19,agom,venl,0.37903185100000003,0.3110337801,0.0679980709,0.2479999092
338,61,bupr,venl,0.1588536841,0.1588536841,0.0,0.2147418231
339,480,cita,venl,0.09716374850000001,0.4842689858,-0.3871052373,0.3427027871
340,488,cita,venl,1.9459101491,0.4842689858,1.4616411633,0.6659222034000001
341,114,dulo,venl,-0.1451692912,-0.1039793936,-0.041189897600000004,0.22007437200000002
342,116,dulo,venl,-0.073203404,-0.1039793936,0.0307759896,0.1902304908
343,133,esci,venl,0.47870427050000003,0.1890934183,0.2896108522,0.28381999690000004
344,134,esci,venl,-0.0896121587,0.1890934183,-0.27870557700000004,0.2784251131
345,477,amit,venl,-0.0460033533,0.17873697800000002,-0.2247403313,0.4290434999
346,479,amit,venl,0.3083013597,0.17873697800000002,0.1295643817,0.3257644072
347,457,fluo,venl,-0.8754687374000001,-0.1758922667,-0.6995764707000001,0.5092285592
348,460,fluo,venl,-0.4799652884,-0.1758922667,-0.3040730217,0.23824935630000002
349,464,fluo,venl,-0.21835758100000002,-0.1758922667,-0.0424653143,0.2251903828
350,466,fluo,venl,-0.3437715391,-0.1758922667,-0.1678792724,0.2849260771
351,472,fluo,venl,0.0083682497,-0.1758922667,0.18426051640000002,0.6032707305
352,476,fluo,venl,-0.3523876919,-0.1758922667,-0.1764954252,0.4038086141
353,483,fluo,venl,0.09832223030000001,-0.1758922667,0.274214497,0.1629883311
354,491,fluo,venl,-0.11778303570000001,-0.1758922667,0.058109231000000004,0.7546154282
355,492,fluo,venl,0.0153612852,-0.1758922667,0.1912535519,0.4147644666
356,468,clom,venl,-0.7156200364,-0.5050690121,-0.2105510243,0.40264278480000004
357,470,clom,venl,-0.2760070409,-0.5050690121,0.22906197120000002,0.419969488
358,467,paro,venl,-0.2459424663,-0.4238847181,0.1779422518,0.22693762
359,478,paro,venl,-0.9816909506,-0.4238847181,-0.5578062325,0.4017988007
360,465,fluv,venl,-0.8605801249,-0.8605801249,0.0,0.4204101133
361,272,mirt,venl,0.2787434655,0.3123137959,-0.0335703304,0.2498215675
362,279,mirt,venl,0.3440961617,0.3123137959,0.031782365800000004,0.2430777638
363,393,rebo,venl,0.0436750635,0.0436750635,0.0,0.311878197
364,413,sert,venl,0.1967102942,-0.1673047689,0.36401506310000004,0.338979103
365,414,sert,venl,-0.32877989100000005,-0.1673047689,-0.1614751221,0.3227075629
366,475,sert,venl,-0.3541388979,-0.1673047689,-0.18683412900000002,0.3398794053
367,470,traz,venl,-0.756061006,-0.756061006,1.110223025e-16,0.4096199608
368,516,vort,venl,0.332574396,0.332574396,0.0,0.1961825612
369,516,venl,vort,-0.332574396,-0.332574396,0.0,0.1961825612
